latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.733,36.2099,304.4,1.1,1,2020-01-10,1948,Terra,MODIS,60,6.03,280.9,10.8,N,2
38.0335,41.486,302.1,3.3,1.7,2020-01-11,1106,Aqua,MODIS,51,6.03,282.5,38.7,D,0
37.737,37.5192,301.5,1.8,1.3,2020-01-11,1106,Aqua,MODIS,45,6.03,283.9,14.9,D,0
37.7441,37.5235,303.6,1.8,1.3,2020-01-11,1106,Aqua,MODIS,49,6.03,283.7,16.6,D,0
41.2646,31.425,305.8,1,1,2020-01-11,1107,Aqua,MODIS,0,6.03,286.7,9,D,2
41.2483,26.326,305,1.2,1.1,2020-01-11,1108,Aqua,MODIS,60,6.03,283.6,10.4,D,0
41.2466,26.3319,309.1,1.2,1.1,2020-01-11,1108,Aqua,MODIS,68,6.03,284.1,12.8,D,0
39.5628,26.9725,309.8,1,1,2020-01-13,0915,Terra,MODIS,60,6.03,283,12.3,D,0
37.4726,38.6525,301.9,1.4,1.2,2020-01-13,1054,Aqua,MODIS,43,6.03,286.1,9,D,0
37.1156,40.167,300.8,1,1,2020-01-14,0820,Terra,MODIS,42,6.03,285.9,5.4,D,0
36.7184,36.2069,305.7,1.1,1,2020-01-14,0820,Terra,MODIS,0,6.03,287.4,8.6,D,0
37.1842,40.142,303.1,1,1,2020-01-14,0820,Terra,MODIS,55,6.03,287,6.1,D,0
37.1824,40.1535,305.3,1,1,2020-01-14,0820,Terra,MODIS,61,6.03,287.5,7.5,D,0
37.141,40.2133,301.9,2.1,1.4,2020-01-14,0959,Aqua,MODIS,50,6.03,288.8,14.2,D,0
38.6548,39.7665,300.5,1,1,2020-01-14,1924,Terra,MODIS,29,6.03,268.3,9.6,N,0
37.2433,40.2227,305.3,1.2,1.1,2020-01-15,1041,Aqua,MODIS,61,6.03,289.3,7.9,D,0
37.2384,39.8541,302,1.1,1.1,2020-01-15,1041,Aqua,MODIS,50,6.03,289.2,5.4,D,0
37.1191,40.823,320.7,1.2,1.1,2020-01-15,1041,Aqua,MODIS,80,6.03,291.1,25.4,D,0
37.1269,40.625,304.2,1.2,1.1,2020-01-15,1041,Aqua,MODIS,58,6.03,288.3,7.3,D,0
37.1253,40.6115,316.7,1.2,1.1,2020-01-15,1041,Aqua,MODIS,77,6.03,290.5,19.3,D,2
37.1163,40.4481,301,1.2,1.1,2020-01-15,1041,Aqua,MODIS,43,6.03,289,4.7,D,0
37.107,40.3683,301.5,1.2,1.1,2020-01-15,1041,Aqua,MODIS,47,6.03,288.3,5.2,D,0
37.1427,40.235,303,1.2,1.1,2020-01-15,1041,Aqua,MODIS,54,6.03,288.5,6,D,0
37.1944,40.5105,304,1.2,1.1,2020-01-15,1041,Aqua,MODIS,58,6.03,289.5,7,D,0
37.1589,40.2052,306.7,1.2,1.1,2020-01-15,1041,Aqua,MODIS,64,6.03,290.2,8.6,D,0
37.1481,40.1142,300.4,1.2,1.1,2020-01-15,1041,Aqua,MODIS,35,6.03,287.8,4.5,D,0
37.2042,40.5088,304.4,1.2,1.1,2020-01-15,1041,Aqua,MODIS,59,6.03,289.3,7.4,D,0
37.2077,40.4531,300.9,1.2,1.1,2020-01-15,1041,Aqua,MODIS,43,6.03,290,4.8,D,0
37.2174,40.4513,300.6,1.2,1.1,2020-01-15,1041,Aqua,MODIS,39,6.03,290.3,4.6,D,0
37.1924,40.2391,303.3,1.2,1.1,2020-01-15,1041,Aqua,MODIS,55,6.03,288.7,6.5,D,0
37.2449,40.2359,303.7,1.2,1.1,2020-01-15,1041,Aqua,MODIS,57,6.03,289.9,6.8,D,0
37.4801,38.656,300.9,1,1,2020-01-15,1042,Aqua,MODIS,40,6.03,286.3,5.8,D,0
37.2426,39.6165,305.6,1.1,1.1,2020-01-15,1042,Aqua,MODIS,62,6.03,289.2,7.1,D,0
37.489,39.2217,302.4,1.1,1,2020-01-15,1042,Aqua,MODIS,52,6.03,290.9,4.8,D,0
38.6446,39.764,300.1,1.2,1.1,2020-01-15,1042,Aqua,MODIS,29,6.03,283.7,6.8,D,0
39.1461,34.0377,302.6,1.1,1,2020-01-15,1042,Aqua,MODIS,53,6.03,287.1,6.5,D,0
37.2705,40.1286,306.6,1,1,2020-01-16,0808,Terra,MODIS,64,6.03,286.5,9.2,D,0
37.2879,40.1979,305.8,1,1,2020-01-16,0808,Terra,MODIS,62,6.03,286.9,8.3,D,0
38.2015,29.7371,302.1,1.2,1.1,2020-01-16,1125,Aqua,MODIS,50,6.03,279.4,8.1,D,0
37.6057,27.4443,300.4,1.2,1.1,2020-01-17,0851,Terra,MODIS,32,6.03,283,8.7,D,0
38.6491,39.7712,300.6,1.5,1.2,2020-01-18,0755,Terra,MODIS,38,6.03,278.2,12.5,D,0
37.1329,29.5495,303.8,1,1,2020-01-18,1112,Aqua,MODIS,57,6.03,287.6,5.9,D,0
39.2383,26.8993,305.1,1.1,1,2020-01-18,1113,Aqua,MODIS,53,6.03,283.7,9.9,D,0
38.6148,28.2541,300.3,1,1,2020-01-18,1113,Aqua,MODIS,34,6.03,288.6,4.1,D,0
37.7369,31.6855,307.1,1,1,2020-01-20,1100,Aqua,MODIS,0,6.03,279.8,11.2,D,0
36.3039,29.3581,357.2,1.3,1.1,2020-01-20,2025,Terra,MODIS,100,6.03,282.3,127.9,N,0
36.3158,29.3713,302.3,1.3,1.1,2020-01-20,2025,Terra,MODIS,48,6.03,277.8,14,N,0
36.3054,29.3728,364.9,1.3,1.1,2020-01-20,2025,Terra,MODIS,100,6.03,282.8,161,N,0
38.6559,39.7759,303.9,1.1,1,2020-01-21,0826,Terra,MODIS,57,6.03,281.3,8.9,D,0
38.7437,26.9478,303.1,1,1,2020-01-22,0909,Terra,MODIS,55,6.03,284.9,6.7,D,2
38.3202,28.8614,300.6,1.1,1,2020-01-22,0909,Terra,MODIS,39,6.03,278.7,7.8,D,0
37.1935,40.156,301.3,1.4,1.2,2020-01-22,1048,Aqua,MODIS,46,6.03,285.8,8.9,D,0
36.7144,36.2036,301,1,1,2020-01-22,1048,Aqua,MODIS,0,6.03,288.3,4.4,D,0
36.7338,36.2108,303.3,1,1,2020-01-22,1048,Aqua,MODIS,34,6.03,290.2,5.7,D,2
37.6725,29.7318,304.9,1.6,1.2,2020-01-22,1048,Aqua,MODIS,43,6.03,281.8,18,D,0
39.2063,33.036,306.8,1.1,1,2020-01-22,1048,Aqua,MODIS,64,6.03,282,10.4,D,0
37.2528,39.6366,302,1,1,2020-01-23,0814,Terra,MODIS,50,6.03,284.3,6.2,D,0
37.1553,40.1137,317.8,1,1,2020-01-23,0814,Terra,MODIS,78,6.03,285.4,17.5,D,0
37.1536,40.1247,304.3,1,1,2020-01-23,0814,Terra,MODIS,59,6.03,284.2,7.4,D,0
37.1399,40.1922,300.1,2.6,1.6,2020-01-23,0953,Aqua,MODIS,24,6.03,286.4,18.7,D,0
37.185,40.327,300.5,2.5,1.5,2020-01-23,0953,Aqua,MODIS,38,6.03,287.1,18.8,D,0
37.1787,40.2993,300.4,2.6,1.5,2020-01-23,0953,Aqua,MODIS,36,6.03,286.6,18.7,D,0
37.907,30.3246,300,1.6,1.2,2020-01-23,1131,Aqua,MODIS,22,6.03,287.1,8.8,D,0
37.6021,27.448,315.8,1.1,1.1,2020-01-23,1131,Aqua,MODIS,66,6.03,288.5,18.7,D,0
37.9058,30.3191,301.2,1.6,1.2,2020-01-23,1131,Aqua,MODIS,42,6.03,287.1,9.7,D,0
38.561,27.7123,300.2,1.2,1.1,2020-01-23,1131,Aqua,MODIS,30,6.03,284.9,6.6,D,0
39.1348,26.8799,311.8,1.1,1.1,2020-01-23,1132,Aqua,MODIS,72,6.03,287.5,13.8,D,0
38.4267,28.3931,340,1,1,2020-01-24,0857,Terra,MODIS,92,6.03,281.7,47.4,D,0
37.56,28.9859,322.6,1,1,2020-01-24,0857,Terra,MODIS,82,6.03,281.6,23.1,D,0
37.5584,28.9971,318.6,1,1,2020-01-24,0857,Terra,MODIS,79,6.03,281,19.1,D,0
37.7141,27.3878,310.3,1.1,1,2020-01-24,0857,Terra,MODIS,70,6.03,283.3,13.4,D,0
37.7125,27.3997,300.7,1.1,1,2020-01-24,0857,Terra,MODIS,41,6.03,281.9,6.5,D,2
36.7187,37.614,365.7,1,1,2020-01-24,1035,Aqua,MODIS,100,6.03,287.8,108.5,D,0
36.717,37.6027,300.9,1,1,2020-01-24,1035,Aqua,MODIS,29,6.03,283.6,5.4,D,0
36.6587,36.5399,313.2,1.1,1,2020-01-24,1035,Aqua,MODIS,73,6.03,286.5,14.9,D,0
37.402,37.1856,308.5,1,1,2020-01-24,1036,Aqua,MODIS,67,6.03,285.9,10.3,D,0
37.5292,36.8771,312.2,1,1,2020-01-24,1036,Aqua,MODIS,72,6.03,283.8,14.2,D,0
38.6491,39.7745,303.6,1,1,2020-01-24,1036,Aqua,MODIS,55,6.03,282.1,8.3,D,0
38.6475,39.7627,301.2,1,1,2020-01-24,1036,Aqua,MODIS,42,6.03,282.6,6.8,D,0
38.6917,27.4957,302.7,1,1,2020-01-25,1119,Aqua,MODIS,53,6.03,289.1,4.6,D,0
38.6828,27.4978,300.9,1,1,2020-01-25,1119,Aqua,MODIS,41,6.03,288.7,3.6,D,0
38.7708,27.4716,301.2,1,1,2020-01-25,1119,Aqua,MODIS,42,6.03,290.5,4.1,D,0
41.1913,26.3909,303.2,1,1,2020-01-25,1120,Aqua,MODIS,55,6.03,286.5,6.2,D,0
36.7208,37.6131,300.1,2,1.4,2020-01-25,1905,Terra,MODIS,18,6.03,270.3,24.7,N,0
38.6482,39.7683,301,1.8,1.3,2020-01-26,0844,Terra,MODIS,41,6.03,282,14.1,D,0
37.1595,40.1262,310.2,2.1,1.4,2020-01-26,0845,Terra,MODIS,70,6.03,286.8,29.8,D,0
37.1592,40.1195,303.1,2.1,1.4,2020-01-26,0845,Terra,MODIS,55,6.03,286.5,18.4,D,0
37.1544,40.1423,303.5,2.1,1.4,2020-01-26,0845,Terra,MODIS,56,6.03,286.3,19.2,D,0
37.0106,35.0356,300.1,1.1,1.1,2020-01-26,0845,Terra,MODIS,27,6.03,286.2,5.5,D,0
37.0446,40.2715,300.7,1,1,2020-01-26,1023,Aqua,MODIS,41,6.03,288.8,4.7,D,0
37.1535,40.7336,305,1,1,2020-01-26,1023,Aqua,MODIS,60,6.03,287.9,7.2,D,0
37.1221,40.5301,312.4,1,1,2020-01-26,1023,Aqua,MODIS,72,6.03,289.1,12.2,D,0
37.1204,40.5188,307.9,1,1,2020-01-26,1023,Aqua,MODIS,66,6.03,289,8.6,D,0
37.124,40.4825,303.6,1,1,2020-01-26,1023,Aqua,MODIS,57,6.03,289.8,5.8,D,0
37.1207,40.1623,311.8,1,1,2020-01-26,1023,Aqua,MODIS,72,6.03,288.2,11.4,D,0
37.1188,40.1507,324.2,1,1,2020-01-26,1023,Aqua,MODIS,83,6.03,290.6,23.8,D,0
37.117,40.1391,303.8,1,1,2020-01-26,1023,Aqua,MODIS,50,6.03,289.1,5.7,D,0
37.1351,40.1946,300.3,1,1,2020-01-26,1023,Aqua,MODIS,35,6.03,289.8,4,D,0
36.6811,37.5,303.6,1.3,1.1,2020-01-26,1023,Aqua,MODIS,57,6.03,290.7,7.6,D,0
38.6511,39.7669,303.7,1,1,2020-01-26,1024,Aqua,MODIS,48,6.03,285.6,6.9,D,0
37.1014,40.2631,305.8,2.7,1.6,2020-01-27,1106,Aqua,MODIS,62,6.03,289.3,26.9,D,0
37.1044,40.2574,302.8,2.7,1.6,2020-01-27,1106,Aqua,MODIS,54,6.03,289.2,20.2,D,0
37.2277,40.2192,300.7,1.4,1.2,2020-01-28,0833,Terra,MODIS,40,6.03,287.3,7.4,D,0
37.0072,40.34,307.7,1.4,1.2,2020-01-28,0833,Terra,MODIS,66,6.03,285.1,16.5,D,0
37.1437,40.4361,331.6,1.8,1.3,2020-01-29,1054,Aqua,MODIS,83,6.03,290.4,69.9,D,0
37.1419,40.4164,300.8,1.8,1.3,2020-01-29,1054,Aqua,MODIS,18,6.03,286,7.1,D,0
39.401,31.0933,303.1,1.1,1,2020-01-29,1055,Aqua,MODIS,55,6.03,281.5,8.2,D,0
41.2378,36.4581,300.3,1.2,1.1,2020-01-29,1055,Aqua,MODIS,25,6.03,288.8,5,D,2
41.2584,31.4157,307,1,1,2020-02-02,0850,Terra,MODIS,0,6.03,288.5,7.4,D,2
37.4392,32.7193,315.4,1.1,1,2020-02-02,0851,Terra,MODIS,76,6.03,283.3,16.9,D,0
36.1725,33.4171,308.1,1.2,1.1,2020-02-02,0852,Terra,MODIS,66,6.03,285.4,12,D,0
37.0823,37.798,302.4,1.1,1,2020-02-02,1029,Aqua,MODIS,52,6.03,288.6,5.9,D,0
37.3443,38.429,308.8,1.1,1,2020-02-02,1029,Aqua,MODIS,68,6.03,292.2,8.1,D,0
37.4199,38.8006,309.4,1,1,2020-02-02,1029,Aqua,MODIS,69,6.03,290.3,8.9,D,0
37.4289,38.7984,303.6,1,1,2020-02-02,1029,Aqua,MODIS,42,6.03,290.5,4.9,D,0
37.502,38.9101,301.8,1,1,2020-02-02,1029,Aqua,MODIS,49,6.03,289.7,4.3,D,0
38.6473,39.7701,301.8,1,1,2020-02-02,1030,Aqua,MODIS,49,6.03,285,5.8,D,0
37.573,32.6087,319.8,2.7,1.6,2020-02-05,0922,Terra,MODIS,66,6.03,283.7,74.6,D,0
38.3115,33.042,330.9,1,1,2020-02-05,1101,Aqua,MODIS,82,6.03,282,32.1,D,0
38.3759,33.0458,320.3,1,1,2020-02-05,1101,Aqua,MODIS,75,6.03,286.8,18,D,0
37.8278,29.1609,302.5,1.2,1.1,2020-02-05,1101,Aqua,MODIS,53,6.03,291.5,4.1,D,0
38.4472,33.0232,300.5,1,1,2020-02-05,1101,Aqua,MODIS,32,6.03,287.3,4.5,D,0
37.8569,29.1325,305.3,1.2,1.1,2020-02-05,1101,Aqua,MODIS,61,6.03,291.7,6.1,D,0
37.8547,29.1195,334.8,1.2,1.1,2020-02-05,1101,Aqua,MODIS,89,6.03,292.5,43,D,0
38.6736,31.1347,327,1,1,2020-02-05,1101,Aqua,MODIS,64,6.03,292.8,22.7,D,0
38.6719,31.1232,318.1,1,1,2020-02-05,1101,Aqua,MODIS,74,6.03,294.7,13.6,D,0
37.1656,39.5601,302.2,1.1,1.1,2020-02-06,0827,Terra,MODIS,48,6.03,283.9,6.8,D,0
37.152,39.5825,301.7,1.1,1.1,2020-02-06,0827,Terra,MODIS,48,6.03,284.7,6.6,D,0
36.3127,29.3756,341.6,1.4,1.2,2020-02-08,1131,Aqua,MODIS,92,6.03,284.4,75.9,D,0
37.0556,37.1107,310.2,1,1,2020-02-09,1036,Aqua,MODIS,70,6.03,279.3,13.8,D,0
37.3152,36.7616,316.6,1.1,1,2020-02-09,1036,Aqua,MODIS,77,6.03,279.1,20,D,0
37.4243,36.9207,315.7,1,1,2020-02-09,1036,Aqua,MODIS,76,6.03,282.9,17.6,D,0
38.5077,38.0216,300.6,1,1,2020-02-09,1036,Aqua,MODIS,39,6.03,276.6,7.4,D,0
38.7344,26.9449,303.1,1,1,2020-02-10,1119,Aqua,MODIS,55,6.03,290.5,6,D,2
38.6213,29.6001,311.1,1,1,2020-02-12,1107,Aqua,MODIS,54,6.03,284.9,10.9,D,0
38.6702,27.9249,302,1.1,1,2020-02-12,1107,Aqua,MODIS,50,6.03,285.4,5.9,D,0
36.9241,35.3611,309.1,1.1,1,2020-02-13,1936,Terra,MODIS,76,6.03,274.1,15.4,N,2
36.9222,35.3495,304,1.1,1,2020-02-13,1936,Terra,MODIS,58,6.03,273.6,11.9,N,0
36.9232,35.3595,321.7,1.2,1.1,2020-02-13,2351,Aqua,MODIS,100,6.03,273.2,31.4,N,2
36.9222,35.3611,307.1,1.2,1.1,2020-02-15,0821,Terra,MODIS,65,6.03,285.9,10.7,D,2
37.3338,35.7682,307.6,1,1,2020-02-16,1042,Aqua,MODIS,57,6.03,289.6,5.7,D,0
41.7712,26.5967,300.3,2.3,1.5,2020-02-16,1044,Aqua,MODIS,31,6.03,286.6,15,D,0
36.7364,36.2125,302.5,1.5,1.2,2020-02-17,0809,Terra,MODIS,30,6.03,289.6,8.9,D,2
38.6734,31.1169,302.9,1.5,1.2,2020-02-17,1125,Aqua,MODIS,51,6.03,287.2,10.8,D,0
38.7328,26.9437,305.3,1,1,2020-02-17,1125,Aqua,MODIS,61,6.03,293.6,6,D,2
40.9939,34.6279,300.3,2.6,1.5,2020-02-17,1126,Aqua,MODIS,30,6.03,288.3,18.2,D,0
41.3124,26.836,300.6,1.1,1,2020-02-17,1126,Aqua,MODIS,40,6.03,289,3.3,D,0
41.0432,34.2163,314,1.1,1,2020-02-18,0851,Terra,MODIS,74,6.03,285.9,16.1,D,0
41.041,34.229,306.1,1.1,1,2020-02-18,0851,Terra,MODIS,59,6.03,283.5,10,D,0
41.2562,31.4164,300.2,1,1,2020-02-18,0851,Terra,MODIS,0,6.03,286.1,4.8,D,2
40.5041,33.601,303.7,1.1,1,2020-02-18,0851,Terra,MODIS,57,6.03,287.5,6.7,D,0
40.4126,33.3028,303.5,1,1,2020-02-18,0851,Terra,MODIS,50,6.03,286.9,5.5,D,0
39.8073,30.9611,302.8,1,1,2020-02-18,0851,Terra,MODIS,54,6.03,284.3,6.8,D,0
38.6662,31.1248,320.7,1,1,2020-02-18,0851,Terra,MODIS,61,6.03,283.3,20.5,D,0
37.3702,32.5505,302.4,1.1,1,2020-02-18,0852,Terra,MODIS,35,6.03,283.3,6.5,D,2
37.6758,31.7971,314.4,2.2,1.4,2020-02-18,1030,Aqua,MODIS,75,6.03,288.3,41.6,D,0
38.662,31.2083,320.5,2.3,1.5,2020-02-18,1030,Aqua,MODIS,0,6.03,285.5,65.3,D,0
40.5119,35.666,300.5,1.2,1.1,2020-02-18,1031,Aqua,MODIS,37,6.03,288,4.8,D,0
38.7364,26.9528,302.2,1.8,1.3,2020-02-19,0934,Terra,MODIS,48,6.03,287.8,10.9,D,2
36.9275,30.6409,306.6,1,1,2020-02-19,1113,Aqua,MODIS,45,6.03,295.8,4.4,D,2
37.4625,32.924,306.1,1.2,1.1,2020-02-19,1113,Aqua,MODIS,63,6.03,291.4,6.1,D,0
37.4693,32.8945,304.7,1.2,1.1,2020-02-19,1113,Aqua,MODIS,60,6.03,292.2,4.6,D,0
37.6779,33.3896,316.5,1.3,1.1,2020-02-19,1113,Aqua,MODIS,77,6.03,291.2,18.1,D,0
37.6749,33.3845,306.4,1.3,1.1,2020-02-19,1113,Aqua,MODIS,31,6.03,291.4,6.6,D,0
38.6945,27.9637,308.7,1,1,2020-02-19,1113,Aqua,MODIS,67,6.03,290.6,7.8,D,0
38.6451,27.641,308.3,1,1,2020-02-19,1113,Aqua,MODIS,67,6.03,290.6,7.4,D,0
39.5867,31.8628,303.2,1.2,1.1,2020-02-19,1113,Aqua,MODIS,55,6.03,291.2,4.7,D,0
39.8823,30.9018,312.2,1.1,1,2020-02-19,1113,Aqua,MODIS,72,6.03,295.1,9.4,D,0
39.7405,28.0258,301.9,1,1,2020-02-19,1113,Aqua,MODIS,50,6.03,290.6,3.9,D,0
36.8645,34.913,306.6,1,1,2020-02-20,0839,Terra,MODIS,64,6.03,289.7,6.5,D,0
36.8627,34.9244,303.6,1,1,2020-02-20,0839,Terra,MODIS,56,6.03,288.7,4.6,D,0
37.8509,40.3059,313.9,1.1,1.1,2020-02-20,1017,Aqua,MODIS,74,6.03,292.4,13.3,D,0
37.8488,40.2933,303,1.1,1.1,2020-02-20,1017,Aqua,MODIS,54,6.03,291.8,4.5,D,0
37.6268,32.6025,307.7,3.1,1.7,2020-02-20,1018,Aqua,MODIS,64,6.03,290,34.8,D,0
37.6258,32.5985,305.8,3.1,1.7,2020-02-20,1018,Aqua,MODIS,62,6.03,290.3,30.3,D,0
38.6541,39.7646,303.4,1,1,2020-02-24,0814,Terra,MODIS,56,6.03,287,6.1,D,0
38.6525,39.776,311,1,1,2020-02-24,0814,Terra,MODIS,71,6.03,287.3,11.2,D,0
36.9173,38.6759,303.7,1,1,2020-02-24,0815,Terra,MODIS,57,6.03,290.8,4.4,D,0
40.55,35.3034,303.4,1.4,1.2,2020-02-25,0857,Terra,MODIS,51,6.03,288.7,9.7,D,0
41.2885,26.5171,301.2,1.2,1.1,2020-02-25,0857,Terra,MODIS,45,6.03,288.7,5.5,D,0
39.672,32.5591,304.6,1.1,1.1,2020-02-25,0857,Terra,MODIS,59,6.03,283,9.2,D,0
38.8577,31.8795,309.4,1.1,1,2020-02-25,0857,Terra,MODIS,69,6.03,289.6,9.4,D,0
38.8505,31.884,302.4,1.1,1,2020-02-25,0857,Terra,MODIS,52,6.03,289.6,5.1,D,0
38.56,31.6096,304.1,1.1,1,2020-02-25,0858,Terra,MODIS,58,6.03,289,6.2,D,0
38.558,31.6216,300,1.1,1,2020-02-25,0858,Terra,MODIS,18,6.03,287.7,3.7,D,0
38.8056,26.9348,301.1,1.1,1.1,2020-02-25,0858,Terra,MODIS,29,6.03,290.2,3.8,D,2
36.7405,36.2064,304.2,2,1.4,2020-02-25,0858,Terra,MODIS,0,6.03,293.4,13.7,D,2
37.091,36.1637,303.1,1.1,1,2020-02-25,1036,Aqua,MODIS,51,6.03,291.9,4,D,0
37.996,40.2485,300.6,1.1,1,2020-02-25,1036,Aqua,MODIS,40,6.03,286.9,4.3,D,0
38.6502,39.7681,323,1,1,2020-02-25,1036,Aqua,MODIS,82,6.03,289.1,22.4,D,0
39.9872,44.4146,301.6,1,1,2020-02-26,0802,Terra,MODIS,48,6.03,287.1,4.2,D,0
39.9854,44.4262,305.1,1,1,2020-02-26,0802,Terra,MODIS,60,6.03,287.3,6.1,D,0
37.8255,40.5172,311.4,1.1,1.1,2020-02-26,0802,Terra,MODIS,71,6.03,293,10.9,D,0
36.8404,39.043,308.3,1.3,1.1,2020-02-26,0803,Terra,MODIS,67,6.03,293.5,10.3,D,0
36.7473,37.586,307.9,1.5,1.2,2020-02-26,0803,Terra,MODIS,66,6.03,294.7,10.6,D,0
38.6261,26.8841,321.2,2.2,1.4,2020-02-26,0940,Terra,MODIS,81,6.03,289.2,58.4,D,0
38.6209,26.9079,308.4,2.2,1.4,2020-02-26,0940,Terra,MODIS,67,6.03,289.4,25.4,D,0
36.9274,30.6432,308.7,1.1,1.1,2020-02-26,1119,Aqua,MODIS,61,6.03,295.3,7.2,D,2
37.596,33.1768,310.4,1.6,1.2,2020-02-26,1119,Aqua,MODIS,67,6.03,297.9,9.4,D,0
37.7358,32.7861,310.9,1.5,1.2,2020-02-26,1119,Aqua,MODIS,68,6.03,300.2,8.7,D,0
37.7341,32.7695,317,1.5,1.2,2020-02-26,1119,Aqua,MODIS,76,6.03,300.2,17.1,D,0
37.7397,32.7787,321.8,1.5,1.2,2020-02-26,1119,Aqua,MODIS,80,6.03,300.4,25,D,0
37.7381,32.7621,310.7,1.5,1.2,2020-02-26,1119,Aqua,MODIS,34,6.03,299.7,7.8,D,0
38.083,29.6059,310.1,1.1,1,2020-02-26,1119,Aqua,MODIS,67,6.03,298,6.1,D,0
38.0815,29.5938,316.5,1.1,1,2020-02-26,1119,Aqua,MODIS,75,6.03,297.8,11.8,D,0
38.2015,29.7378,312,1.1,1,2020-02-26,1119,Aqua,MODIS,70,6.03,297.1,5.5,D,0
37.9972,27.7356,304.7,1,1,2020-02-26,1119,Aqua,MODIS,60,6.03,290.7,4.8,D,0
38.2508,27.7628,303.8,1,1,2020-02-26,1119,Aqua,MODIS,56,6.03,292.5,4.4,D,0
38.7085,27.357,305.5,1,1,2020-02-26,1119,Aqua,MODIS,58,6.03,295.3,3.7,D,0
39.1479,27.327,307.8,1,1,2020-02-26,1120,Aqua,MODIS,51,6.03,296.6,3.8,D,0
39.2339,26.7739,303.1,1,1,2020-02-26,1120,Aqua,MODIS,55,6.03,292.5,3.5,D,2
39.9522,32.0813,322.7,1.4,1.2,2020-02-26,1120,Aqua,MODIS,82,6.03,289.5,33.3,D,0
39.9505,32.0643,319.4,1.4,1.2,2020-02-26,1120,Aqua,MODIS,79,6.03,290.6,27.7,D,0
39.9555,32.0749,329.8,1.4,1.2,2020-02-26,1120,Aqua,MODIS,86,6.03,288.8,47.6,D,0
39.9538,32.058,302,1.4,1.2,2020-02-26,1120,Aqua,MODIS,50,6.03,289.6,6.2,D,0
39.4971,28.1195,312.4,1,1,2020-02-26,1120,Aqua,MODIS,72,6.03,294.1,9.3,D,0
39.5656,27.9408,304.7,1,1,2020-02-26,1120,Aqua,MODIS,59,6.03,293.5,4.1,D,0
40.2789,29.9695,305.3,1.2,1.1,2020-02-26,1120,Aqua,MODIS,55,6.03,294.8,6,D,0
40.1201,28.5173,323.1,1,1,2020-02-26,1120,Aqua,MODIS,82,6.03,293.8,20.1,D,0
40.1185,28.5052,307.1,1,1,2020-02-26,1120,Aqua,MODIS,62,6.03,293.8,5.6,D,0
41.2068,28.664,317.7,1.1,1,2020-02-26,1120,Aqua,MODIS,78,6.03,284.8,17.6,D,0
37.0749,40.0314,308.2,2.1,1.4,2020-02-27,0845,Terra,MODIS,66,6.03,296.1,16.7,D,0
37.0752,40.0249,309.3,2.1,1.4,2020-02-27,0845,Terra,MODIS,65,6.03,296.1,18.1,D,0
37.166,37.3142,301.3,1.5,1.2,2020-02-27,0845,Terra,MODIS,25,6.03,284.1,4.8,D,2
37.7144,40.7656,317.6,1,1,2020-02-27,1024,Aqua,MODIS,74,6.03,294.1,12.2,D,0
38.0254,41.4345,308.9,1,1,2020-02-27,1024,Aqua,MODIS,60,6.03,297.5,5.2,D,0
38.604,39.1734,310.9,1.1,1,2020-02-27,1024,Aqua,MODIS,52,6.03,294.3,7.4,D,0
38.8011,38.3011,301.5,1.1,1.1,2020-02-27,1024,Aqua,MODIS,35,6.03,282.5,4.8,D,0
37.5002,33.5809,305.6,1.1,1.1,2020-02-28,1107,Aqua,MODIS,55,6.03,284.5,8.2,D,0
37.4986,33.5682,303.7,1.1,1.1,2020-02-28,1107,Aqua,MODIS,43,6.03,286.5,6.6,D,0
37.4529,32.9121,319.8,1.1,1,2020-02-28,1107,Aqua,MODIS,80,6.03,291.3,17.2,D,0
37.4514,32.9,307.7,1.1,1,2020-02-28,1107,Aqua,MODIS,40,6.03,289.2,6.3,D,0
37.6346,33.2593,314.2,1.1,1.1,2020-02-28,1107,Aqua,MODIS,74,6.03,289.1,12,D,0
37.5987,27.4448,303.9,1.2,1.1,2020-02-28,1107,Aqua,MODIS,57,6.03,289.4,6.5,D,0
37.9829,29.0371,305.3,1,1,2020-02-28,1107,Aqua,MODIS,61,6.03,294,3.7,D,0
37.819,28.024,300.9,1.1,1.1,2020-02-28,1107,Aqua,MODIS,41,6.03,289.9,3.9,D,0
37.7382,27.4076,300.8,1.2,1.1,2020-02-28,1107,Aqua,MODIS,36,6.03,289.5,4,D,2
38.4336,32.7511,313.5,1.1,1.1,2020-02-29,0833,Terra,MODIS,74,6.03,289.4,14,D,0
38.3908,33.0185,307.4,1.1,1.1,2020-02-29,0833,Terra,MODIS,65,6.03,290.6,7.1,D,0
38.1972,33.2498,303.5,1.1,1,2020-02-29,0833,Terra,MODIS,56,6.03,290,4.9,D,0
37.6973,33.3442,303.3,1.1,1,2020-02-29,0833,Terra,MODIS,55,6.03,285.6,6.1,D,0
37.6958,33.3563,301.3,1.1,1,2020-02-29,0833,Terra,MODIS,46,6.03,283.5,4.9,D,0
37.5943,34.1203,308.9,1,1,2020-02-29,0833,Terra,MODIS,68,6.03,294.4,5.3,D,0
37.6209,33.3717,300.3,1.1,1,2020-02-29,0833,Terra,MODIS,33,6.03,286.1,4.4,D,0
