latitude,longitude,province
37.1555,39.1481,Şanlıurfa
37.1408,40.1694,Mardin
37.1891,40.4689,Mardin
37.1925,40.4627,Mardin
37.11,40.3573,Mardin
37.1003,40.3503,Mardin
37.1138,40.1215,Şanlıurfa
37.125,40.118,Mardin
37.1287,40.1367,Mardin
37.0988,40.2251,Mardin
37.2008,40.2638,Mardin
37.1206,40.5674,Mardin
37.1025,40.2434,Mardin
36.9991,38.3423,Şanlıurfa
37.0021,38.336,Şanlıurfa
37.1396,39.1119,Şanlıurfa
36.9956,38.3646,Şanlıurfa
36.9972,38.3757,Şanlıurfa
37.0527,40.2523,Mardin
37.0523,40.2589,Mardin
38.6449,39.7694,Elâzığ
37.0747,38.4189,Şanlıurfa
37.1039,40.3703,Mardin
37.1493,40.1885,Mardin
36.96,38.4989,Şanlıurfa
37.1959,39.6055,Şanlıurfa
36.7868,39.8531,Şanlıurfa
36.825,38.7911,Şanlıurfa
37.4683,38.6699,Şanlıurfa
37.47,38.684,Şanlıurfa
37.1331,40.1449,Mardin
36.9991,40.2079,Mardin
37.0848,40.2868,Mardin
37.0343,40.1203,Şanlıurfa
36.9954,40.2028,Mardin
37.4955,39.3968,Şanlıurfa
37.3523,35.9123,Adana
37.3538,35.8997,Adana
37.4938,39.408,Şanlıurfa
36.3178,33.9287,Mersin
37.113,37.821,Gaziantep
36.7439,34.9471,Mersin
36.7459,34.9591,Mersin
37.5037,39.3935,Şanlıurfa
37.424,38.57,Şanlıurfa
36.9167,36.1567,Hatay
37.8852,41.3713,Batman
37.8785,41.021,Batman
38.0151,41.0743,Diyarbakır
37.729,40.6011,Diyarbakır
37.25,36.0398,Osmaniye
41.2356,36.4612,Samsun
37.3093,39.6304,Şanlıurfa
37.7717,40.6543,Diyarbakır
37.7701,40.6657,Diyarbakır
36.8414,38.9751,Şanlıurfa
37.778,40.6083,Diyarbakır
37.1033,40.2855,Mardin
37.0949,40.2511,Mardin
37.7231,40.7716,Diyarbakır
37.7244,40.7668,Diyarbakır
37.1106,40.247,Mardin
37.4879,38.6943,Şanlıurfa
37.9711,41.4204,Siirt
36.8351,37.6232,Gaziantep
37.5293,38.66,Şanlıurfa
37.1122,40.2581,Mardin
37.0946,35.9306,Adana
37.4615,38.6798,Şanlıurfa
37.4599,38.6666,Şanlıurfa
36.7177,35.0874,Adana
37.4518,38.6816,Şanlıurfa
36.6376,35.3055,Adana
36.6473,35.3028,Adana
38.5151,37.6111,Malatya
38.5168,37.6224,Malatya
36.8751,31.1191,Antalya
36.7759,35.2206,Adana
36.7807,35.2355,Adana
37.8905,29.0303,Denizli
37.2143,35.0014,Adana
36.3499,34.061,Mersin
39.6527,32.1955,Ankara
37.2812,37.3515,Gaziantep
36.7954,38.9644,Şanlıurfa
38.7008,30.9009,Afyonkarahisar
38.7037,30.941,Afyonkarahisar
37.4722,38.6961,Şanlıurfa
38.3675,35.4046,Kayseri
37.4813,38.6943,Şanlıurfa
38.5605,27.9768,Manisa
40.1072,28.238000000000003,Bursa
38.9823,27.6946,Manisa
37.4088,37.1329,Kahramanmaraş
37.1824,35.5955,Adana
36.8871,34.825,Mersin
37.3289,35.9564,Osmaniye
38.5078,39.0866,Elâzığ
38.1744,30.0153,Afyonkarahisar
38.1704,30.0348,Afyonkarahisar
37.8703,30.4893,Isparta
37.8867,30.5335,Isparta
37.1228,40.2433,Mardin
37.8848,30.5218,Isparta
39.8077,32.3302,Ankara
38.6248,29.6,Uşak
37.3162,35.8255,Adana
38.6494,39.7712,Elâzığ
37.4617,38.6413,Şanlıurfa
37.4599,38.6528,Şanlıurfa
36.8271,35.498000000000005,Adana
37.003,35.8932,Adana
36.8213,39.0379,Şanlıurfa
38.545,28.0933,Manisa
38.5508,28.0999,Manisa
36.7809,35.24,Adana
36.873000000000005,35.3047,Adana
36.7212,39.1103,Şanlıurfa
36.7883,35.3528,Adana
38.2832,30.8793,Isparta
39.3332,33.5385,Kırşehir
38.194,38.7628,Malatya
36.7161,36.2063,Hatay
37.1547,36.0071,Adana
38.7372,26.9505,İzmir
37.9099,28.9741,Denizli
37.9083,28.9587,Denizli
36.7124,35.3265,Adana
37.2382,35.1557,Adana
38.5237,26.9682,İzmir
37.2927,35.9957,Osmaniye
37.9458,28.7158,Aydın
38.6355,27.5437,Manisa
36.8841,34.8708,Mersin
36.8846,34.8765,Mersin
36.888000000000005,34.8594,Mersin
36.5326,29.2983,Muğla
36.5309,29.3093,Muğla
37.4607,38.6227,Şanlıurfa
37.4128,36.0417,Osmaniye
36.879,34.8622,Mersin
36.8972,35.4414,Adana
37.4623,38.6338,Şanlıurfa
36.8815,34.8761,Mersin
36.9592,35.8671,Adana
36.3116,33.9695,Mersin
36.8876,36.3402,Hatay
38.188,29.8083,Denizli
41.2456,26.4168,Edirne
41.3808,26.8462,Edirne
40.104,28.0757,Balıkesir
38.8833,34.1659,Kırşehir
40.0696,34.0446,Kırıkkale
39.0848,34.1816,Kırşehir
37.3315,37.0505,Kahramanmaraş
36.5899,35.3787,Adana
36.9252,35.5883,Adana
38.1979,30.0193,Denizli
36.8843,36.3313,Hatay
38.0326,34.7783,Niğde
37.8091,27.5711,Aydın
37.9492,41.1551,Batman
37.830999999999996,40.6114,Diyarbakır
36.8766,36.3343,Hatay
37.4716,30.0468,Burdur
40.0469,34.0906,Kırıkkale
37.4622,30.0087,Burdur
37.4651,30.0418,Burdur
41.2324,26.4072,Edirne
38.1647,29.6853,Denizli
38.1634,29.6793,Denizli
36.8776,36.332,Hatay
36.8801,36.3247,Hatay
36.3229,29.2652,Muğla
36.8759,36.3153,Hatay
40.7014,30.3582,Sakarya
37.8197,29.2452,Denizli
40.4014,34.6884,Çorum
39.5769,33.728,Kırıkkale
38.8311,35.5835,Kayseri
40.251,28.0951,Balıkesir
39.8402,33.9968,Kırıkkale
40.105,28.2236,Bursa
40.1721,34.714,Çorum
40.1703,34.6978,Çorum
40.1683,34.7077,Çorum
40.0791,27.8865,Balıkesir
40.1822,34.4347,Çorum
41.6674,35.9359,Samsun
40.1673,34.708,Çorum
40.1657,34.72,Çorum
36.8814,36.3114,Hatay
36.7426,34.9553,Mersin
36.5163,36.3981,Hatay
37.1699,39.1077,Şanlıurfa
37.0695,35.0057,Mersin
38.8359,38.3004,Malatya
37.6933,37.4849,Adıyaman
36.6802,33.4418,Mersin
36.6786,33.4307,Mersin
41.2585,31.421999999999997,Zonguldak
37.8452,40.3064,Diyarbakır
37.7154,37.5158,Adıyaman
36.9033,36.3678,Hatay
36.2667,33.3207,Mersin
37.7241,37.505,Adıyaman
40.8039,34.8084,Çorum
39.796,33.5109,Kırıkkale
40.4463,27.1372,Çanakkale
37.4843,29.4323,Denizli
38.5448,27.9465,Manisa
37.5133,30.1525,Burdur
38.0305,34.7802,Niğde
38.9511,34.7986,Nevşehir
38.5212,38.1975,Malatya
39.0625,35.3314,Yozgat
38.9824,33.7378,Aksaray
37.6455,38.1897,Adıyaman
37.9837,41.1211,Diyarbakır
39.2729,31.2479,
40.9121,30.2138,Kocaeli
38.6521,39.7745,Elâzığ
40.19,26.5125,Çanakkale
40.1922,26.506999999999998,Çanakkale
39.7669,34.6868,Yozgat
39.5676,34.402,Kırşehir
38.1537,30.8511,Isparta
40.3068,28.629,Bursa
40.1446,28.2813,Bursa
40.3636,34.0146,Çankırı
40.150999999999996,28.1718,Bursa
40.1431,28.2681,Bursa
40.0705,28.4245,Bursa
40.0975,28.4878,Bursa
39.6137,33.1079,Ankara
39.856,34.3846,Yozgat
41.2945,36.9204,Samsun
39.6958,33.5229,Kırıkkale
41.1466,36.431999999999995,Samsun
39.5013,33.3452,Kırıkkale
40.1998,34.1187,Çorum
39.9975,34.1013,Kırıkkale
39.7823,35.2163,Yozgat
39.7058,35.1094,Yozgat
38.0316,41.1813,Batman
39.668,32.1111,Ankara
37.5471,34.1633,Konya
39.6663,32.1226,Ankara
37.6623,29.7673,Burdur
37.7698,28.0121,Aydın
37.3249,33.4704,Karaman
39.0651,34.454,Kırşehir
39.3814,33.3948,Ankara
39.3834,33.3828,Ankara
37.1125,40.4826,Mardin
38.852,35.5793,Kayseri
39.5757,35.5684,Yozgat
37.26,32.9913,Karaman
38.583,39.7394,Elâzığ
39.736,33.4726,Kırıkkale
39.8204,34.0847,Kırıkkale
38.6516,39.77,Elâzığ
39.7359,33.4675,Kırıkkale
38.6629,39.8492,Elâzığ
41.2662,41.146,Rize
39.5235,33.521,Kırıkkale
37.3723,33.3187,Karaman
39.4659,33.9389,Kırşehir
40.9986,34.115,Kastamonu
40.9602,37.5273,Ordu
41.2882,36.9183,Samsun
37.3055,42.5897,Şırnak
37.3039,42.6019,Şırnak
39.8523,34.4123,Yozgat
37.2687,42.5329,Şırnak
37.7512,40.937,Diyarbakır
37.7531,40.9489,Diyarbakır
38.2815,38.0118,Malatya
40.7086,33.5104,Çankırı
39.9455,31.8227,Ankara
40.2326,32.1539,Ankara
39.893,31.776,
39.6281,39.7205,Erzincan
38.0603,33.4517,Aksaray
39.1628,34.1226,Kırşehir
39.153,34.1296,Kırşehir
38.951,34.7768,Nevşehir
38.9526,34.7881,Nevşehir
39.5611,36.9506,Sivas
39.5627,36.9367,Sivas
40.4405,27.1406,Çanakkale
38.5235,27.5152,Manisa
39.9483,31.823,Ankara
40.4428,27.1389,Çanakkale
39.9464,31.835,Ankara
39.638000000000005,31.5222,
40.0536,31.840999999999998,Ankara
37.7616,28.0171,Aydın
38.7022,32.6782,Konya
36.729,29.368000000000002,Muğla
39.7615,32.3468,Ankara
39.7632,32.3641,Ankara
38.744,32.6314,Konya
37.76,28.0059,Aydın
38.742,32.6374,Konya
39.9373,31.8055,Ankara
40.3831,26.6054,Çanakkale
40.266999999999996,28.4286,Bursa
41.2037,26.7911,Edirne
39.943000000000005,31.8099,Ankara
39.885999999999996,31.9757,Ankara
38.4218,34.6991,Nevşehir
38.4237,34.6871,Nevşehir
38.4146,34.6848,Nevşehir
39.5215,35.0325,Yozgat
38.275,33.4515,Aksaray
38.2734,33.4402,Aksaray
41.0911,27.8949,Tekirdağ
41.0865,27.8867,Tekirdağ
39.5075,31.0454,
39.1498,28.6742,Kütahya
37.7391,29.6143,Denizli
38.4196,31.3605,Konya
38.8936,34.1932,Kırşehir
39.5477,31.4645,
39.9814,31.7685,Ankara
39.9526,31.8175,Ankara
37.3353,29.4433,Denizli
37.4078,29.4306,Denizli
40.1823,28.3381,Bursa
40.2012,28.2196,Bursa
39.3309,30.9563,
40.2093,28.2244,Bursa
39.6321,28.7908,Balıkesir
40.0205,34.19,Çorum
38.6326,30.2571,Afyonkarahisar
41.1855,32.6144,Karabük
41.2224,27.4259,Tekirdağ
40.0495,34.1317,Çorum
39.6449,37.3566,Sivas
38.7136,32.6418,Konya
39.4506,36.5757,Sivas
39.9195,32.0532,Ankara
39.6036,35.069,Yozgat
40.9495,35.7969,Samsun
40.007,34.1166,Kırıkkale
40.0054,34.1292,Kırıkkale
37.3085,33.079,Karaman
37.306999999999995,33.0914,Karaman
37.9099,33.48,Konya
37.9083,33.4922,Konya
37.5121,32.8027,Konya
38.3493,39.049,Elâzığ
39.6094,39.6684,Erzincan
39.6704,34.5288,Yozgat
38.9599,34.7229,Nevşehir
40.0226,35.2029,Yozgat
41.4703,34.8036,Sinop
38.9615,34.7346,Nevşehir
40.0211,35.1906,Yozgat
38.9894,34.329,Kırşehir
41.4719,34.8164,Sinop
37.9663,41.7851,Siirt
38.6486,39.7731,Elâzığ
37.7362,38.9605,Şanlıurfa
40.8833,40.3854,
40.2567,29.0721,Bursa
38.8031,26.9389,İzmir
41.5364,26.9447,Edirne
40.4457,27.142,Çanakkale
40.0929,29.498,Bursa
37.801,29.248,Denizli
37.1202,30.2263,Antalya
37.8103,29.2505,Denizli
37.0582,30.8881,Antalya
40.0841,30.319000000000003,Bilecik
39.3119,33.4803,Kırşehir
41.2632,31.428,Zonguldak
38.6513,39.7671,Elâzığ
38.7371,26.9473,İzmir
40.4443,27.1444,Çanakkale
40.0132,44.2576,Iğdır
41.475,27.566,Kırklareli
39.7843,26.4216,Çanakkale
39.8709,44.5543,Iğdır
40.9157,26.2614,
39.707,33.4181,Kırıkkale
39.7855,26.4163,Çanakkale
36.8557,35.5142,Adana
40.1268,25.7659,Çanakkale
40.1194,25.7917,Çanakkale
40.1146,43.552,Iğdır
40.1444,43.6511,Kars
40.1165,43.5446,Iğdır
40.0377,27.844,Balıkesir
37.2671,32.9951,Karaman
37.3349,33.0314,Karaman
39.649,33.9204,Kırşehir
38.5353,35.7692,Kayseri
41.6954,27.0414,Kırklareli
41.0926,34.7067,Çorum
39.8891,28.9237,Bursa
39.8799,35.0884,Yozgat
39.6837,33.9966,Kırşehir
39.6821,34.0094,Kırşehir
38.3927,35.6939,Kayseri
39.6406,31.7786,
40.6134,34.4804,Çorum
38.3366,38.1766,Malatya
38.3345,38.1888,Malatya
39.6373,31.7843,
37.3195,35.7706,Adana
38.6488,39.7694,Elâzığ
40.5595,42.0011,Erzurum
39.8941,41.2359,Erzurum
41.4036,34.3831,Kastamonu
37.3228,33.0144,Karaman
38.5259,27.6391,Manisa
37.3237,33.0055,Karaman
39.7567,34.8754,Yozgat
41.4288,27.3165,Kırklareli
39.7631,34.8729,Yozgat
40.4451,27.1413,Çanakkale
41.4378,27.319000000000003,Kırklareli
39.0571,37.2426,Sivas
40.9932,26.3643,Edirne
39.0644,37.2391,Sivas
37.6666,33.1697,Konya
39.1527,31.7484,
36.8731,35.1007,Mersin
39.8477,34.5752,Yozgat
40.0781,34.2233,Çorum
40.0765,34.2115,Çorum
39.8372,34.5653,Yozgat
39.732,33.7794,Kırıkkale
39.7304,33.7679,Kırıkkale
37.4201,29.4186,Denizli
37.4229,29.4335,Denizli
37.5116,32.7959,Konya
39.6036,30.9659,
39.8687,37.5391,Sivas
40.2575,29.0606,Bursa
40.26,29.0749,Bursa
40.0062,44.3676,Iğdır
39.611999999999995,39.6866,Erzincan
40.0217,35.2424,Yozgat
39.2406,36.0318,Sivas
39.8957,41.2447,Erzurum
39.7273,37.2823,Sivas
39.7635,37.4221,Sivas
40.0236,35.2366,Yozgat
37.4309,32.9536,Konya
37.2964,33.402,Karaman
37.3203,33.0325,Karaman
37.4294,32.9646,Konya
37.2939,33.3955,Karaman
40.2075,42.9763,Kars
38.9246,29.2959,Kütahya
37.6271,32.7107,Konya
37.632,32.7186,Konya
37.6242,32.7262,Konya
37.6173,32.7082,Konya
37.5197,32.8538,Konya
39.7109,31.6209,
40.1589,28.3608,Bursa
40.1125,28.5018,Bursa
40.1573,28.3474,Bursa
40.338,33.8186,Çankırı
40.4437,27.1357,Çanakkale
36.5365,33.0503,Mersin
39.5068,32.343,Ankara
36.9215,32.6942,Konya
36.7137,34.2891,Mersin
36.704,34.2867,Mersin
39.8523,32.4442,Ankara
37.4675,32.7004,Konya
39.8541,32.4327,Ankara
37.8108,34.2322,Konya
39.3763,32.0476,Ankara
40.0409,31.9946,Ankara
37.4766,32.7028,Konya
37.3255,33.5008,Karaman
37.4727,32.8461,Konya
37.6071,33.3829,Konya
39.6428,40.51,Erzincan
40.6782,43.1556,Kars
41.2298,33.0358,Kastamonu
40.3289,33.8123,Çankırı
39.722,38.4137,Erzincan
39.2766,34.3267,Kırşehir
39.2797,34.3429,Kırşehir
40.0302,33.6119,Kırıkkale
40.3353,33.8168,Çankırı
38.6229,31.1143,Afyonkarahisar
38.6211,31.1028,Afyonkarahisar
39.9921,44.2198,Iğdır
40.4426,27.1304,Çanakkale
40.8246,26.2608,Edirne
40.4444,27.1422,Çanakkale
40.3383,27.3608,Çanakkale
40.2763,27.8738,Balıkesir
40.3254,28.6596,Bursa
41.3298,26.5217,Edirne
40.2287,33.6297,Kırıkkale
41.4278,28.0392,Tekirdağ
41.1922,32.6251,Karabük
38.0226,33.4479,Aksaray
40.4449,27.1441,Çanakkale
38.8575,27.6837,Manisa
38.8549,27.698,Manisa
36.8056,36.2023,Hatay
39.580999999999996,31.9404,Ankara
41.1837,32.6138,Karabük
40.9446,34.0078,Kastamonu
40.0687,29.5252,Bursa
41.1853,32.6261,Karabük
40.0906,29.5008,Bursa
40.4782,34.1762,Çorum
40.1947,26.4957,Çanakkale
40.2001,26.4873,Çanakkale
38.6553,39.7738,Elâzığ
38.7589,32.6017,Konya
41.4085,32.0215,Zonguldak
39.9974,44.2555,Iğdır
39.9956,44.2437,Iğdır
40.2289,33.6549,Kırıkkale
41.0688,27.0982,Tekirdağ
40.9821,33.5867,Çankırı
40.986000000000004,33.5673,Çankırı
41.199,27.0357,Tekirdağ
37.1681,37.3052,Gaziantep
39.5352,30.9904,
40.445,27.1388,Çanakkale
39.7501,32.1687,Ankara
37.1643,37.3084,Gaziantep
41.4643,27.3103,Kırklareli
41.2823,27.2276,Tekirdağ
37.8068,29.252,Denizli
37.728,29.7563,Denizli
37.8035,29.2445,Denizli
40.9794,33.569,Çankırı
40.3187,34.1709,Çorum
40.317,34.1593,Çorum
40.5698,33.8653,Çankırı
37.6215,32.5771,Konya
37.4655,32.6967,Konya
39.5732,34.1934,Kırşehir
37.9147,32.5443,Konya
40.9812,33.5807,Çankırı
37.8032,34.2279,Konya
37.8049,34.2393,Konya
38.7639,35.9641,Kayseri
40.2542,29.0733,Bursa
39.1939,37.519,Sivas
40.4114,34.5494,Çorum
40.3321,33.6095,Çankırı
38.5028,43.3924,Van
39.6823,37.4207,Sivas
39.7654,40.1977,Erzincan
38.6947,36.9984,Sivas
39.9647,44.4452,Iğdır
38.6501,39.7733,Elâzığ
37.1687,37.3228,Gaziantep
37.3263,33.0459,Karaman
39.7227,44.6933,Iğdır
37.0437,38.6782,Şanlıurfa
40.6724,43.6549,Kars
40.6802,43.6682,Kars
39.7129,44.6881,Iğdır
39.7122,44.6827,دهستان قره سو
40.009,43.9751,Iğdır
39.7113,44.6737,دهستان چایباسارشمالی
40.3432,27.3454,Çanakkale
37.0177,36.1054,Osmaniye
40.097,29.5059,Bursa
39.588,27.8491,Balıkesir
38.6744,29.2316,Uşak
40.4375,27.1396,Çanakkale
40.4465,27.1421,Çanakkale
37.8013,29.241999999999997,Denizli
37.8114,29.2449,Denizli
37.1612,37.3056,Gaziantep
37.4333,31.8601,Konya
38.6728,29.2243,Uşak
38.1567,33.118,Konya
37.7976,29.2465,Denizli
39.7945,44.6833,Iğdır
38.2268,36.2551,Adana
38.6418,39.8269,Elâzığ
37.1576,37.3105,Gaziantep
37.6302,39.0466,Şanlıurfa
41.1564,27.1241,Tekirdağ
40.442,27.1383,Çanakkale
37.7732,38.2095,Adıyaman
37.7387,38.2304,Adıyaman
37.8505,28.2744,Aydın
38.4988,27.035,İzmir
40.4437,27.1385,Çanakkale
41.7559,26.5727,Edirne
41.593999999999994,26.6123,Edirne
38.7165,35.3446,Kayseri
38.3428,38.1935,Malatya
38.3355,38.1765,Malatya
38.7099,35.6232,Kayseri
38.333,38.1906,Malatya
39.5817,33.7354,Kırıkkale
40.025,31.9749,Ankara
37.0817,37.4295,Gaziantep
37.6023,36.766999999999996,Kahramanmaraş
38.2698,34.0103,Aksaray
36.843,34.7136,Mersin
37.9488,34.6199,Niğde
38.3324,38.1714,Malatya
38.3353,38.1867,Malatya
37.7388,37.5627,Adıyaman
38.6475,39.7676,Elâzığ
40.1743,35.2244,Yozgat
40.1734,28.9307,Bursa
40.4407,27.1433,Çanakkale
38.6739,29.2192,Uşak
40.0984,29.5008,Bursa
38.6761,29.2068,Uşak
39.5873,31.9429,Ankara
40.2072,29.2907,Bursa
41.0221,28.5549,İstanbul
40.2071,28.945999999999998,Bursa
38.6248,29.4753,Uşak
38.6226,29.488000000000003,Uşak
37.8069,29.2508,Denizli
38.2698,27.1925,İzmir
37.7638,32.523,Konya
37.9878,32.6014,Konya
37.9148,32.5491,Konya
40.8066,32.9187,Çankırı
40.0243,27.031999999999996,Çanakkale
40.8085,32.9307,Çankırı
41.4049,32.133,Zonguldak
38.4954,35.6247,Kayseri
37.4548,41.3724,Mardin
36.8995,34.7976,Mersin
37.943000000000005,34.6056,Niğde
36.8403,34.7128,Mersin
37.3094,33.3505,Karaman
36.9769,35.6067,Adana
36.9746,35.6198,Adana
37.941,34.6176,Niğde
37.5375,32.8264,Konya
37.2139,33.3096,Karaman
38.3383,38.1906,Malatya
39.1587,36.9098,Sivas
39.7915,37.0868,Sivas
38.3361,38.1776,Malatya
39.272,37.2521,Sivas
38.4013,38.3024,Malatya
36.708,34.2804,Mersin
36.7095,34.2936,Mersin
39.5892,27.8456,Balıkesir
38.6253,29.4761,Uşak
37.813,29.2497,Denizli
37.804,29.2519,Denizli
39.931,41.2282,Erzurum
39.7269,37.1588,Sivas
38.3162,38.1382,Malatya
38.3356,38.1946,Malatya
38.0719,40.0481,Diyarbakır
40.9675,37.9375,Ordu
37.775,38.2138,Adıyaman
36.8941,34.7035,Mersin
37.0215,35.793,Adana
37.6019,36.7702,Kahramanmaraş
37.1133,38.6464,Şanlıurfa
37.1474,38.7371,Şanlıurfa
37.4493,41.3647,Mardin
37.1649,37.3001,Gaziantep
36.9361,30.6538,Antalya
38.6776,29.2177,Uşak
41.2718,27.5946,Tekirdağ
38.6786,29.2097,Uşak
38.676,29.2239,Uşak
40.4448,27.1336,Çanakkale
40.0972,29.5063,Bursa
38.6202,29.4753,Uşak
40.2667,29.0796,Bursa
40.208,28.9413,Bursa
41.3363,27.4789,Kırklareli
40.4429,27.1455,Çanakkale
38.5002,27.0448,İzmir
37.812,29.2462,Denizli
38.1879,27.3597,İzmir
38.4851,27.0344,İzmir
37.8019,29.2432,Denizli
37.9105,32.5415,Konya
37.7518,30.3183,Burdur
38.6749,29.2206,Uşak
37.7967,29.2361,Denizli
41.2417,28.7977,İstanbul
38.6722,29.2057,Uşak
41.2443,28.8121,İstanbul
38.6174,29.4748,Uşak
40.0913,29.4958,Bursa
38.7853,30.5538,Afyonkarahisar
37.7995,29.2513,Denizli
37.8096,29.2483,Denizli
40.7517,30.6482,Sakarya
41.0244,40.522,Rize
39.8997,41.2374,Erzurum
41.2362,43.0373,Ardahan
40.4443,27.1368,Çanakkale
40.760999999999996,30.6487,Sakarya
39.7257,30.163,Kütahya
39.3892,30.1229,Kütahya
37.8056,29.2407,Denizli
37.8127,29.2543,Denizli
40.3304,28.0023,Balıkesir
38.0089,33.3683,Aksaray
38.012,33.3518,Konya
38.0039,33.3558,Konya
37.8037,29.2521,Denizli
38.621,29.4763,Uşak
37.8843,30.4164,Isparta
38.6787,29.2278,Uşak
37.9113,32.5457,Konya
38.2597,34.0034,Aksaray
39.9169,40.0298,Erzincan
38.2618,34.016,Aksaray
38.6731,29.2096,Uşak
39.9846,32.7328,Ankara
39.9381,32.7663,Ankara
40.8322,33.2163,Çankırı
36.9315,30.6495,Antalya
41.1942,32.6134,Karabük
41.3121,34.5,Çorum
39.6158,37.0783,Sivas
38.5375,43.3532,Van
38.5285,43.351000000000006,Van
39.6204,37.0678,Sivas
36.929,30.6372,Antalya
36.9306,30.651999999999997,Antalya
36.4992,33.1993,Mersin
40.4449,27.1396,Çanakkale
40.3419,33.8007,Çankırı
40.3456,33.8052,Çankırı
40.0119,33.8845,Kırıkkale
41.2598,31.4307,Zonguldak
37.1643,37.3173,Gaziantep
39.1091,34.2185,Kırşehir
37.1643,37.3034,Gaziantep
39.9405,32.7739,Ankara
37.5964,36.7747,Kahramanmaraş
37.7706,38.2089,Adıyaman
40.973,34.7082,Çorum
40.4428,27.1372,Çanakkale
41.277,27.5943,Tekirdağ
40.879,26.6046,Edirne
38.6783,29.23,Uşak
38.7384,26.9452,İzmir
37.0634,30.6267,Antalya
40.4422,27.136,Çanakkale
40.1738,28.7757,Bursa
38.6789,29.2264,Uşak
40.0687,33.8586,Kırıkkale
37.8454,30.5276,Isparta
41.3317,27.4734,Kırklareli
38.3395,38.1949,Malatya
38.7374,26.9471,İzmir
40.093,29.5044,Bursa
38.6191,29.4788,Uşak
40.4469,27.1374,Çanakkale
38.6752,29.2055,Uşak
40.2046,28.9441,Bursa
41.2474,28.8082,İstanbul
37.7481,30.3157,Burdur
37.8011,29.2543,Denizli
37.8105,29.2568,Denizli
37.8033,29.2417,Denizli
37.8068,29.1638,Denizli
37.8126,29.2442,Denizli
39.0279,36.4961,Kayseri
39.0295,36.508,Kayseri
39.917,38.1328,Sivas
39.9858,32.7363,Ankara
40.4477,27.1424,Çanakkale
38.7392,26.9459,İzmir
38.6764,29.2237,Uşak
37.8055,29.2492,Denizli
37.7466,30.3199,Burdur
37.7612,33.2099,Konya
40.4273,29.1667,Bursa
38.678000000000004,29.2123,Uşak
38.7931,30.5564,Afyonkarahisar
37.830999999999996,29.0406,Denizli
37.8,29.248,Denizli
38.672,29.2018,Uşak
37.809,29.2457,Denizli
38.739000000000004,26.9453,İzmir
39.6535,39.7328,Erzincan
38.3375,38.192,Malatya
38.3396,38.1798,Malatya
37.7768,38.211,Adıyaman
36.968,37.4364,Gaziantep
37.1489,38.7343,Şanlıurfa
37.4087,36.0548,Osmaniye
37.1643,37.308,Gaziantep
37.1621,37.3158,Gaziantep
40.0942,29.5017,Bursa
38.6745,29.2132,Uşak
37.7496,30.3166,Burdur
38.7384,26.9513,İzmir
40.8426,33.9151,Çankırı
38.6507,39.7678,Elâzığ
36.7418,36.2037,Hatay
38.6501,39.7759,Elâzığ
40.6648,30.5865,Sakarya
40.4441,27.141,Çanakkale
37.8885,30.4072,Isparta
38.6748,29.2236,Uşak
41.244,28.8121,İstanbul
40.0944,29.5047,Bursa
38.6261,29.4743,Uşak
40.7946,29.5303,Kocaeli
38.6243,29.4859,Uşak
39.9014,30.0826,Bilecik
